"Area" "Mean" "StdDev" "Mode" "Min" "Max" "X" "Y" "XM" "YM" "Perim" "BX" "BY" "Width" "Height" "Major" "Minor" "Angle" "Circ" "Feret" "IntDen" "Median" "RawIntDen" "FeretX" "FeretY" "FeretAngle" "MinFeret" "AR" "Round" "Solidity" "Type"
"20_V_279" 106 32281.358 20971.38 65504 12624 65504 4107.953 1677.132 4108.38 1677.656 44.527 4102 1670 12 13 11.878 11.362 72.278 0.672 13.928 3421824 22784 3421824 4105 1683 68.962 12 1.045 0.957 0.822 "Positif"
"20_V_280" 92 28801.913 19363.119 65504 12672 65504 3954.239 1681.076 3954.451 1681.666 52.426 3949 1673 12 15 12.1 9.681 86.011 0.421 15.297 2649776 18128 2649776 3954 1673 101.31 12 1.25 0.8 0.71 "Positif"
"20_V_281" 37 25252.757 17861.753 65504 12656 65504 3683.851 1679.77 3684.059 1680.057 31.456 3680 1675 7 10 7.853 5.999 103.839 0.47 10.44 934352 16064 934352 3682 1675 106.699 7 1.309 0.764 0.698 "Positif"
"20_V_282" 108 31073.778 20507.409 65504 12672 65504 3587.528 1689.769 3587.768 1690.089 54.669 3581 1682 13 16 13.134 10.47 88.575 0.454 16.763 3355968 20128 3355968 3584 1682 107.354 12.088 1.255 0.797 0.735 "Positif"
"20_V_283" 42 29640.381 19130.041 65504 12704 65504 3642.286 1690.238 3642.511 1690.338 22.971 3639 1686 7 8 7.693 6.951 105.697 1 8.544 1244896 19840 1244896 3641 1686 110.556 7 1.107 0.904 0.903 "Positif"
"20_V_284" 8 14240 1556.036 13104 12848 17600 3730.75 1688.25 3730.779 1688.28 10.485 3729 1686 3 4 3.797 2.682 97.018 0.914 4.472 113920 13968 113920 3730 1686 116.565 3 1.416 0.706 0.8 "Positif"
"20_V_285" 92 27807.13 19183.152 65504 12624 65504 4232.837 1698.652 4233.048 1698.957 61.497 4227 1691 12 17 12.414 9.436 110.16 0.306 17.464 2558256 17760 2558256 4230 1691 103.241 11.628 1.316 0.76 0.669 "Positif"
"20_V_286" 21 24651.429 14390.142 12656 12656 62144 4154.262 1696.214 4154.312 1696.309 17.556 4151 1693 6 6 5.289 5.056 147.933 0.856 6.708 517680 16528 517680 4153 1693 116.565 5.367 1.046 0.956 0.778 "Positif"
"20_V_287" 104 30653.692 20374.636 65504 12784 65504 3575.308 1704.173 3575.709 1704.735 45.941 3568 1698 13 13 11.699 11.319 84.66 0.619 13.601 3187984 19312 3187984 3573 1698 107.103 12.442 1.034 0.968 0.809 "Positif"
"20_V_288" 85 29977.976 19945.838 65504 12640 65504 3651.653 1704.312 3652.092 1704.804 45.355 3646 1698 11 12 11 9.839 128.644 0.519 13.416 2548128 20416 2548128 3648 1698 116.565 11 1.118 0.894 0.802 "Positif"
"20_V_289" 84 30619.81 20170.951 65504 12656 65504 3757.988 1705.31 3758.444 1705.648 43.113 3753 1698 10 14 12.074 8.858 87.512 0.568 14.56 2572064 20992 2572064 3755 1712 74.055 10 1.363 0.734 0.8 "Positif"
"20_V_290" 88 29952.364 19924.219 65504 12640 65504 4059.625 1708.966 4059.988 1709.248 52.426 4053 1703 12 13 10.847 10.33 134.01 0.402 13.038 2635808 19824 2635808 4059 1703 94.399 12 1.05 0.952 0.752 "Positif"
"20_V_291" 87 30251.77 19869.931 65504 12624 65504 4220.247 1710.098 4220.542 1710.554 39.456 4215 1704 11 12 11.244 9.852 101.299 0.702 12.369 2631904 20848 2631904 4220 1704 104.036 10.752 1.141 0.876 0.837 "Positif"
"20_V_292" 5 13318.4 577.62 12880 12880 14304 3872.3 1709.1 3872.286 1709.087 7.071 3871 1708 3 2 3.144 2.025 161.565 1 3.606 66592 13184 66592 3871 1708 146.31 2 1.553 0.644 0.909 "Positif"
"20_V_293" 124 31790.452 20864.333 65504 12640 65504 3527.363 1717.371 3527.859 1717.942 58.083 3520 1710 15 15 13.395 11.786 86.084 0.462 15.811 3942016 19968 3942016 3525 1710 108.435 13.144 1.136 0.88 0.756 "Positif"
"20_V_294" 160 30555.7 20737.208 65504 12720 65504 3815.488 1719.8 3815.726 1720.268 69.154 3807 1712 16 16 14.555 13.997 138.767 0.42 17.205 4888912 18544 4888912 3807 1717 144.462 14.972 1.04 0.962 0.8 "Positif"
"20_V_295" 92 29480 19646.732 65504 12672 65504 3790.587 1722.804 3790.735 1723.165 51.598 3785 1715 11 15 12.392 9.453 87.937 0.434 15.133 2712160 19344 2712160 3790 1730 82.405 10.983 1.311 0.763 0.77 "Positif"
"20_V_296" 98 30380.898 19652.986 65504 12624 65504 3970.031 1729.755 3970.462 1730.288 44.527 3964 1723 11 15 13.104 9.522 104.222 0.621 15.524 2977328 20352 2977328 3967 1723 104.931 11 1.376 0.727 0.803 "Positif"
"20_V_297" 112 27919.143 19174.548 65504 12624 65504 4043.562 1730.518 4043.972 1730.864 59.255 4036 1723 14 15 12.602 11.316 113.205 0.401 15.133 3126944 17600 3126944 4043 1723 97.595 13.316 1.114 0.898 0.723 "Positif"
"20_V_298" 120 30171.6 20104.863 65504 12672 65504 3639.883 1737.7 3640.31 1738.021 59.497 3633 1729 13 16 14.048 10.876 90.962 0.426 16.763 3620592 18736 3620592 3637 1745 72.646 12.333 1.292 0.774 0.745 "Positif"
"20_V_299" 59 30074.576 19678.029 65504 12688 65504 3884.636 1734.364 3884.893 1734.741 34.042 3880 1729 9 11 9.499 7.908 93.214 0.64 11.18 1774400 20656 1774400 3885 1740 79.695 8.713 1.201 0.833 0.792 "Positif"
"20_V_300" 92 31637.739 20406.837 65504 12656 65504 4176.359 1737.239 4176.507 1737.635 49.598 4169 1731 13 12 10.933 10.714 128.658 0.47 15 2910672 22128 2910672 4169 1741 36.87 11.672 1.02 0.98 0.754 "Positif"
"20_V_301" 55 30908.8 20172.6 65504 12672 65504 3691.773 1736.918 3691.906 1737.068 26.627 3688 1732 8 10 9.406 7.445 111.644 0.975 10.44 1699984 22336 1699984 3690 1732 106.699 8 1.263 0.792 0.873 "Positif"
"20_V_302" 70 30556.114 19545.293 65504 12688 65504 3554.729 1741.929 3554.918 1742.32 36.284 3550 1736 9 12 10.748 8.292 100.497 0.668 12.166 2138928 22416 2138928 3554 1736 99.462 9 1.296 0.772 0.843 "Positif"
"20_V_303" 122 29268.328 20173.014 65504 12624 65504 3585.295 1747.008 3585.636 1747.232 60.083 3579 1739 12 16 13.813 11.246 101.082 0.425 17.088 3570736 18192 3570736 3583 1739 110.556 12 1.228 0.814 0.805 "Positif"
"20_V_304" 81 26126.025 17621.24 65504 12640 65504 4060.784 1746.142 4061.252 1746.32 48.77 4055 1740 11 13 12.254 8.416 60.001 0.428 14.765 2116208 18544 2116208 4057 1753 61.699 10.4 1.456 0.687 0.74 "Positif"
"20_V_305" 203 28713.852 19719.527 65504 12624 65504 3766.47 1753.559 3766.687 1753.405 108.61 3758 1741 16 27 26.74 9.666 107.352 0.216 28.792 5828912 18384 5828912 3762 1741 110.323 13.426 2.766 0.361 0.651 "Positif"
"20_V_306" 8 14428 1618.448 12736 12736 16384 3754.625 1744 3754.603 1743.942 16.142 3753 1742 4 5 4.479 2.274 61.466 0.386 6.403 115424 14704 115424 3753 1747 51.34 3.328 1.97 0.508 0.571 "Positif"
"20_V_307" 126 31603.683 20612.637 65504 12624 65504 3714.754 1754.659 3715.024 1755.265 51.598 3708 1747 13 16 14.758 10.871 91.575 0.595 16.279 3982064 21216 3982064 3714 1763 79.38 12.362 1.358 0.737 0.792 "Positif"
"20_V_308" 125 28828.032 19638.156 65504 12672 65504 3909.404 1756.292 3909.558 1756.851 64.083 3903 1749 12 15 14.017 11.354 92.757 0.382 17 3603504 17728 3603504 3906 1764 61.928 12 1.235 0.81 0.801 "Positif"
"20_V_309" 86 30867.907 19871.674 65504 12656 65504 4271.744 1759.209 4271.843 1759.651 50.77 4266 1752 12 14 12.034 9.099 103.936 0.419 14.318 2654640 20736 2654640 4271 1752 102.095 11.424 1.323 0.756 0.717 "Positif"
"20_V_310" 75 29204.693 19406.626 65504 12656 65504 3597.887 1762.153 3598.183 1762.591 40.527 3592 1757 11 11 10.353 9.224 97.217 0.574 12.083 2190352 18112 2190352 3595 1757 114.444 10.633 1.122 0.891 0.802 "Positif"
"20_V_311" 135 29540.978 20414.808 65504 12640 65504 3848.048 1764.685 3848.449 1765.13 65.74 3841 1757 14 16 14.047 12.236 110.247 0.393 17.205 3988032 18032 3988032 3844 1757 125.538 13.582 1.148 0.871 0.761 "Positif"
"20_V_312" 95 30710.568 20410.467 65504 12704 65504 4116.174 1763.363 4116.353 1763.694 47.012 4110 1757 12 13 11.989 10.089 91.896 0.54 14.318 2917504 20080 2917504 4113 1757 114.775 11.767 1.188 0.841 0.76 "Positif"
"20_V_313" 165 29261.77 20148.267 65504 12624 65504 3991.112 1770.536 3991.371 1770.883 68.669 3984 1762 14 17 16.027 13.108 98.898 0.44 18.601 4828192 18368 4828192 3985 1764 126.254 14 1.223 0.818 0.823 "Positif"
"20_V_314" 79 31429.063 19717.265 65504 12768 65504 3673.93 1776.108 3674.24 1776.425 36.87 3669 1770 10 12 10.871 9.252 92.115 0.73 12.369 2482896 21456 2482896 3673 1782 75.964 10 1.175 0.851 0.819 "Positif"
"20_V_315" 163 28469.104 20005.957 65504 12624 65504 3593.39 1781.997 3593.842 1782.383 78.468 3586 1772 15 20 15.836 13.106 98.678 0.333 20.025 4640464 17408 4640464 3594 1772 92.862 15 1.208 0.828 0.713 "Positif"
"20_V_316" 87 30954.299 20344.046 65504 12624 65504 3923.305 1779.523 3923.646 1779.905 40.527 3917 1774 12 12 11.24 9.855 85.788 0.666 13.416 2693024 22784 2693024 3920 1774 116.565 10.733 1.141 0.877 0.806 "Positif"
"20_V_317" 66 29197.333 19985.624 65504 12672 65504 4285.348 1779.879 4285.666 1780.155 43.355 4280 1774 11 11 9.588 8.765 80.489 0.441 11.662 1927024 19424 1927024 4281 1784 59.036 10.436 1.094 0.914 0.746 "Positif"
"20_V_318" 107 30581.084 19830.082 65504 12624 65504 3509.472 1786.21 3509.826 1786.68 51.841 3503 1779 12 15 13.072 10.422 114.163 0.5 15.652 3272176 19632 3272176 3507 1779 116.565 12 1.254 0.797 0.754 "Positif"
"20_V_319" 17 17700.706 5155.722 14048 12624 28304 4048.971 1781.324 4048.958 1781.36 15.314 4046 1779 5 5 5.091 4.252 45.734 0.911 6.403 300912 15520 300912 4046 1783 38.66 4.919 1.197 0.835 0.829 "Positif"
"20_V_320" 198 29314.909 20223.041 65504 12672 65504 4129.364 1788.525 4129.406 1788.836 79.054 4120 1779 18 19 16.947 14.876 97.929 0.398 19.698 5804352 18160 5804352 4126 1780 113.962 16.977 1.139 0.878 0.78 "Positif"
"20_V_321" 7 14539.429 1834.35 12656 12656 17392 4139.357 1780.643 4139.316 1780.64 11.899 4138 1779 3 3 3.025 2.946 135 0.621 4.243 101776 14192 101776 4138 1779 135 3 1.027 0.974 0.778 "Positif"
"20_V_322" 98 29549.388 19779.435 65504 12688 65504 3969.48 1788.469 3969.919 1788.754 54.669 3963 1781 12 14 12.254 10.183 92.334 0.412 15.652 2895840 18192 2895840 3966 1781 116.565 12 1.203 0.831 0.726 "Positif"
"20_V_323" 74 29337.081 19283.13 65504 12672 65504 3582.878 1791.811 3583.183 1792.266 49.355 3577 1786 13 11 10.651 8.846 135.241 0.382 13.416 2170944 19472 2170944 3578 1787 153.435 10.286 1.204 0.831 0.705 "Positif"
"20_V_324" 37 26994.595 19142.551 65504 12624 65504 4158.878 1792.689 4159.068 1793.135 30.042 4155 1786 7 11 8.85 5.323 104.238 0.515 11.402 998800 17936 998800 4158 1786 105.255 7 1.662 0.602 0.685 "Positif"
"20_V_325" 5 13276.8 526.957 12640 12640 13808 4171.3 1787.1 4171.31 1787.092 7.071 4170 1786 3 2 3.144 2.025 161.565 1 3.606 66384 13264 66384 4170 1786 146.31 2 1.553 0.644 0.909 "Positif"
"20_V_326" 13 15469.538 2526.065 12864 12864 19808 3662.962 1788.654 3662.991 1788.679 12.485 3661 1787 4 4 4.359 3.797 13.776 1 5 201104 14448 201104 3661 1787 143.13 4 1.148 0.871 0.897 "Positif"
"20_V_327" 17 20308.706 8101.172 13184 13184 41984 3929.5 1791.618 3929.499 1791.654 14.728 3927 1789 5 5 5.039 4.296 44.158 0.985 5.831 345248 17552 345248 3928 1794 59.036 4.919 1.173 0.853 0.829 "Positif"
"20_V_328" 60 32366.133 20274.498 65504 12720 65504 3870.433 1797.033 3870.701 1797.411 31.799 3865 1792 9 10 10.087 7.573 78.604 0.746 10.77 1941968 22192 1941968 3869 1802 68.199 8.746 1.332 0.751 0.851 "Positif"
"20_V_329" 86 30720.372 19934.997 65504 12720 65504 3597.791 1801.547 3598.18 1801.884 41.113 3593 1795 10 14 11.903 9.2 92.265 0.639 14.142 2641952 20192 2641952 3597 1795 98.13 10 1.294 0.773 0.8 "Positif"
"20_V_330" 103 28827.961 19590.761 65504 12624 65504 4242.587 1807.199 4242.986 1807.668 58.326 4235 1800 14 14 11.907 11.014 151.236 0.38 14.866 2969280 19120 2969280 4235 1806 160.346 12.728 1.081 0.925 0.71 "Positif"
"20_V_331" 8 13692 1149.481 14128 12640 16112 3576.5 1803.25 3576.535 1803.262 15.314 3575 1801 4 4 3.821 2.666 146.31 0.429 5 109536 13808 109536 3575 1801 126.87 3.883 1.433 0.698 0.64 "Positif"
"20_V_332" 127 29011.528 19823.722 65504 12624 65504 4312.098 1813.453 4312.273 1813.81 65.154 4305 1805 14 16 13.639 11.856 114.139 0.376 16.763 3684464 17680 3684464 4311 1805 107.354 13.864 1.15 0.869 0.754 "Positif"
"20_V_333" 33 25734.788 17786.423 65504 12624 65504 3791.621 1812.288 3791.758 1812.501 30.042 3788 1809 8 7 6.962 6.035 71.335 0.459 9.434 849248 16208 849248 3788 1815 32.005 7 1.154 0.867 0.71 "Positif"
"20_V_334" 119 29888.269 20021.225 65504 12656 65504 3775.324 1819.139 3775.67 1819.673 58.083 3769 1811 14 15 13.217 11.464 115.979 0.443 16.643 3556704 19952 3556704 3770 1812 122.735 12.969 1.153 0.867 0.76 "Positif"
"20_V_335" 163 33104.098 21070.003 65504 12720 65504 3944.518 1833.874 3944.925 1834.312 73.397 3937 1824 14 19 18.538 11.195 72.14 0.38 20.125 5395968 23264 5395968 3940 1842 63.435 13.525 1.656 0.604 0.762 "Positif"
"20_V_336" 77 31711.377 20311.205 65504 12672 65504 3667.877 1832.123 3668.243 1832.606 40.284 3663 1826 10 12 11.376 8.618 106.609 0.596 12.649 2441776 22640 2441776 3667 1826 108.435 10 1.32 0.758 0.815 "Positif"
"20_V_337" 34 25866.353 17737.068 65504 12704 65504 4180.559 1831.941 4180.705 1832.03 24.042 4177 1828 7 8 7.443 5.816 115.535 0.739 8.602 879456 16784 879456 4177 1829 125.538 7 1.28 0.781 0.747 "Positif"
"20_V_338" 208 29322.077 20158.856 65504 12640 65504 4195.212 1837.288 4195.392 1837.456 86.953 4186 1828 19 20 18.413 14.383 116.123 0.346 21.954 6098992 17984 6098992 4189 1828 120.069 16.883 1.28 0.781 0.751 "Positif"
"20_V_339" 55 30912.291 20440.726 65504 12656 65504 3965.845 1838.282 3966.121 1838.439 32.284 3961 1833 10 10 8.556 8.185 128.745 0.663 10.44 1700176 20864 1700176 3961 1840 16.699 8.944 1.045 0.957 0.786 "Positif"
"20_V_340" 96 32056 20422.338 65504 12768 65504 4313.24 1847.708 4313.677 1848.056 42.527 4307 1842 12 12 11.72 10.429 106.25 0.667 14.422 3077376 21744 3077376 4309 1842 123.69 11.628 1.124 0.89 0.814 "Positif"
"20_V_341" 83 30533.783 19657.169 65504 12624 65504 3875.548 1854.813 3875.927 1855.227 42.527 3869 1848 13 12 10.803 9.782 140.291 0.577 13.342 2534304 20976 2534304 3869 1858 12.995 11.314 1.104 0.905 0.758 "Positif"
"20_V_342" 81 31470.025 20663.076 65504 12832 65504 4245.5 1854.105 4245.598 1854.529 37.456 4241 1848 9 12 11.88 8.681 103.157 0.726 13 2549072 22320 2549072 4243 1848 112.62 9 1.368 0.731 0.862 "Positif"
"20_V_343" 84 29237.333 19303.718 65504 12640 65504 4159.964 1857.643 4160.097 1857.9 41.598 4154 1851 11 13 12.238 8.739 64.552 0.61 13.892 2455936 20400 2455936 4158 1864 59.744 10.286 1.4 0.714 0.808 "Positif"
"20_V_344" 112 30252.429 20441.096 65504 12624 65504 3743.75 1860.107 3744.107 1860.161 56.083 3737 1853 14 15 12.984 10.983 98.49 0.447 15.811 3388272 19696 3388272 3740 1868 71.565 12.868 1.182 0.846 0.737 "Positif"
"20_V_345" 9 14881.778 1547.777 12768 12768 17984 4239.389 1858.833 4239.377 1858.877 10.485 4238 1857 3 4 3.919 2.924 110.301 1 4.472 133936 14848 133936 4238 1857 116.565 3 1.34 0.746 0.857 "Positif"
"20_V_346" 230 31108.8 20810.429 65504 12656 65504 4352.348 1867.483 4352.505 1867.733 77.255 4344 1858 17 20 19.49 15.025 94.199 0.484 21.541 7155024 19872 7155024 4349 1858 111.801 16.735 1.297 0.771 0.842 "Positif"
"20_V_347" 25 27743.36 17171.937 65504 12672 65504 4317.3 1867.7 4317.212 1867.924 25.799 4315 1864 6 8 6.884 4.624 81.87 0.472 8.246 693584 20496 693584 4316 1864 104.036 6 1.489 0.672 0.694 "Positif"
"20_V_348" 55 26874.764 18547.272 65504 12832 65504 3865.955 1870.882 3866.287 1871.067 39.698 3861 1866 9 11 9.356 7.485 110.505 0.439 11.402 1478112 17744 1478112 3865 1877 74.745 8.497 1.25 0.8 0.733 "Positif"
"20_V_349" 54 31578.37 19657.041 65504 12944 65504 3941.722 1888.963 3941.895 1889.094 30.627 3938 1884 8 10 8.911 7.715 90.363 0.723 10.198 1705232 23344 1705232 3940 1884 101.31 8 1.155 0.866 0.837 "Positif"
"20_V_350" 172 29702.512 20421.751 65504 12640 65504 3728.715 1897.186 3729.041 1897.471 62.912 3721 1888 15 18 16.297 13.438 113.154 0.546 18.974 5108832 18688 5108832 3726 1888 108.435 15 1.213 0.825 0.804 "Positif"
"20_V_351" 62 28810.065 19428.336 65504 12640 65504 3569.081 1895.887 3569.371 1896.249 37.113 3564 1890 10 11 9.293 8.495 70.149 0.566 11.18 1786224 20656 1786224 3566 1900 63.435 9.899 1.094 0.914 0.756 "Positif"
"20_V_352" 45 28814.578 19738.186 65504 12848 65504 3989.811 1897.433 3990.034 1897.651 24.627 3986 1893 8 9 8.014 7.149 105.465 0.932 9.22 1296656 18048 1296656 3989 1893 102.529 7.778 1.121 0.892 0.833 "Positif"
"20_V_353" 152 29683.579 20506.567 65504 12640 65504 3975.362 1903.789 3975.54 1904.129 75.397 3966 1895 18 18 14.663 13.198 100.009 0.336 18.385 4511904 18096 4511904 3973 1895 112.38 14.699 1.111 0.9 0.715 "Positif"
"20_V_354" 121 30531.438 20466.603 65504 12640 65504 4260.723 1906.194 4260.771 1906.584 55.841 4254 1899 15 14 12.627 12.201 94.106 0.488 15.811 3694304 18944 3694304 4256 1913 55.305 13.718 1.035 0.966 0.745 "Positif"
"20_V_355" 106 30927.094 20167.21 65504 12624 65504 4313.443 1906.189 4313.562 1906.431 55.841 4306 1899 13 15 12.893 10.468 110.402 0.427 15.524 3278272 22720 3278272 4311 1914 75.069 12.932 1.232 0.812 0.731 "Positif"
"20_V_356" 89 30186.787 19932.405 65504 12688 65504 3821.433 1907.388 3821.713 1907.839 49.598 3816 1901 11 12 11.35 9.984 84.986 0.455 14.422 2686624 18752 2686624 3818 1913 56.31 11 1.137 0.88 0.748 "Positif"
"20_V_357" 177 29940.52 20389.359 65504 12624 65504 3940.088 1914.234 3940.224 1914.491 72.569 3931 1905 17 18 15.937 14.141 97.994 0.422 18.868 5299472 18704 5299472 3935 1907 122.005 16.275 1.127 0.887 0.778 "Positif"
"20_V_358" 22 24751.273 13781.609 12704 12704 57312 3749.545 1921.273 3749.743 1921.212 20.142 3746 1918 6 6 5.727 4.891 34.701 0.681 7.211 544528 21952 544528 3746 1923 33.69 5.657 1.171 0.854 0.772 "Positif"
"20_V_359" 118 30244.746 20022.477 65504 12640 65504 4065.39 1928.975 4065.672 1929.315 61.841 4060 1921 12 16 13.743 10.932 84.781 0.388 16.643 3568880 19264 3568880 4062 1937 57.265 12 1.257 0.795 0.728 "Positif"
"20_V_360" 36 29528 20586.866 65504 12816 65504 4363.861 1925.028 4364.164 1925.29 25.213 4360 1921 7 8 7.44 6.161 102.65 0.712 8.602 1063008 18080 1063008 4361 1922 125.538 7 1.208 0.828 0.791 "Positif"
"20_V_361" 107 29299.14 19602.05 65504 12640 65504 3741.023 1931.238 3741.287 1931.546 54.426 3736 1923 12 16 13.412 10.158 109.589 0.454 17.088 3135008 18304 3135008 3739 1923 110.556 12 1.32 0.757 0.738 "Positif"
"20_V_362" 109 29371.596 19915.516 65504 12624 65504 4168.656 1937.683 4168.98 1938.06 53.012 4161 1930 14 15 12.909 10.751 96.263 0.487 15.297 3201504 18496 3201504 4169 1930 101.31 12.728 1.201 0.833 0.765 "Positif"
"20_V_363" 6 14701.333 1526.015 13328 13328 17552 3863.333 1933.667 3863.346 1933.707 8.485 3862 1932 3 3 3.14 2.433 45 1 3.606 88208 14256 88208 3862 1935 33.69 2.828 1.291 0.775 0.8 "Positif"
"20_V_364" 67 29886.09 19242.286 65504 12624 65504 3451.963 1944.381 3452.359 1944.674 37.113 3446 1939 11 10 9.449 9.028 149.643 0.611 11.18 2002368 22896 2002368 3450 1939 116.565 10 1.047 0.955 0.793 "Positif"
"20_V_365" 9 16218.667 3219.719 13728 13728 21984 4207.5 1949.167 4207.53 1949.148 10.485 4206 1947 3 4 4.204 2.726 125.783 1 5 145968 14608 145968 4206 1947 126.87 3 1.542 0.648 0.857 "Positif"
"20_V_366" 70 29077.486 19144.65 65504 12736 65504 3747.714 1960.8 3747.948 1961.124 42.77 3743 1955 11 11 10.238 8.705 101.02 0.481 12.207 2035424 19696 2035424 3743 1956 124.992 11 1.176 0.85 0.745 "Positif"
"20_V_367" 69 29675.13 19916.741 65504 12768 65504 3468.616 1962.761 3469.057 1963.051 41.355 3463 1957 11 11 10.359 8.481 118.874 0.507 12.083 2047584 20064 2047584 3466 1957 114.444 10.2 1.221 0.819 0.767 "Positif"
"20_V_368" 108 29422.667 19827.082 65504 12656 65504 4110.648 1964.139 4111.017 1964.466 53.255 4104 1957 13 15 12.782 10.758 96.524 0.479 15.524 3177648 18848 3177648 4108 1972 75.069 12.522 1.188 0.842 0.747 "Positif"
"20_V_369" 110 32471.855 20969.282 65504 12624 65504 4378.918 1963.9 4379.519 1964.259 50.77 4372 1957 12 14 13.14 10.658 86.934 0.536 14.866 3571904 21184 3571904 4372 1967 42.274 12 1.233 0.811 0.818 "Positif"
"20_V_370" 124 27986.323 19533.127 65504 12656 65504 4070.782 1966.04 4070.983 1966.188 55.255 4064 1958 14 16 14.489 10.896 105.161 0.51 17.464 3470304 17008 3470304 4069 1958 113.629 12.481 1.33 0.752 0.756 "Positif"
"20_V_371" 102 30025.725 19834.772 65504 12640 65504 4086.402 1973.167 4086.796 1973.383 63.154 4081 1966 11 14 12.625 10.287 95.852 0.321 15 3062624 19392 3062624 4082 1967 126.87 11 1.227 0.815 0.756 "Positif"
"20_V_372" 90 29771.022 19583.159 65504 12704 65504 3647.589 1972.9 3648.096 1973.173 43.113 3642 1967 11 12 11.978 9.567 113.369 0.608 14.213 2679392 19856 2679392 3644 1967 129.289 10.786 1.252 0.799 0.804 "Positif"
"20_V_373" 7 14166.857 1222.609 12896 12896 16464 3671.929 1974.786 3671.941 1974.789 9.899 3670 1973 4 3 3.855 2.312 149.036 0.898 4.472 99168 14288 99168 3670 1974 153.435 2.828 1.668 0.6 0.778 "Positif"
"20_V_374" 112 30017.857 19664.447 65504 12624 65504 4270.643 1979.5 4270.675 1979.7 52.77 4264 1973 13 15 12.998 10.971 111.409 0.505 15.297 3362000 19936 3362000 4268 1973 101.31 12.659 1.185 0.844 0.757 "Positif"
"20_V_375" 181 29171.89 20377.702 65504 12624 65504 4106.876 1991.119 4106.972 1991.293 69.397 4099 1982 17 19 16.495 13.971 91.18 0.472 19.235 5280112 18224 5280112 4106 2001 81.027 16.263 1.181 0.847 0.772 "Positif"
"20_V_376" 191 29346.681 19661.456 65504 12624 65504 4356.516 2000.045 4356.784 2000.288 98.61 4345 1992 23 17 23.185 10.489 19.568 0.247 24.166 5605216 19088 5605216 4346 2005 24.444 14.107 2.21 0.452 0.641 "Positif"
"20_V_377" 134 29327.045 20054.559 65504 12624 65504 4040.201 2001.246 4040.496 2001.54 55.255 4033 1994 13 15 14.317 11.917 109.019 0.552 16.643 3929824 18304 3929824 4036 1995 122.735 13 1.201 0.832 0.827 "Positif"
"20_V_378" 180 30772.711 20847.662 65504 12624 65504 4079.022 2002.567 4079.178 2002.719 64.326 4070 1995 17 16 15.758 14.544 128.724 0.547 18.358 5539088 19440 5539088 4070 2007 29.358 15.495 1.083 0.923 0.822 "Positif"
"20_V_379" 134 30437.254 20731.205 65504 12640 65504 4316.187 2001.784 4316.447 2002.193 61.841 4308 1995 16 14 13.551 12.591 109.361 0.44 16.031 4078592 18672 4078592 4308 2002 176.424 14 1.076 0.929 0.761 "Positif"
"20_V_380" 6 16266.667 1281.506 14848 14848 18432 3634 2002.5 3633.971 2002.498 7.657 3633 2001 2 3 3.385 2.257 90 1 3.606 97600 16544 97600 3633 2001 123.69 2 1.5 0.667 1 "Positif"
"20_V_381" 124 30409.29 20306.38 65504 12624 65504 3823.153 2017.452 3823.428 2017.867 50.426 3817 2011 13 13 12.795 12.339 120.971 0.613 14.866 3770752 19776 3770752 3819 2011 132.274 13 1.037 0.964 0.846 "Positif"
"20_V_382" 7 14800 1197.402 13056 13056 16080 4311.214 2013.071 4311.165 2013.071 9.657 4309 2012 4 2 4.154 2.146 8.35 0.943 4.472 103600 14896 103600 4309 2014 26.565 2 1.936 0.517 0.933 "Positif"
"20_V_383" 173 31392.37 21151.478 65504 12656 65504 4206.934 2023.188 4207.265 2023.534 74.811 4198 2015 18 16 15.277 14.419 98.906 0.388 18.788 5430880 18720 5430880 4198 2027 25.201 16 1.06 0.944 0.76 "Positif"
"20_V_384" 54 30206.222 19703.895 65504 12992 65504 4123.352 2022.074 4123.567 2022.317 29.456 4119 2017 9 11 9.136 7.526 98.198 0.782 11.18 1631136 19872 1631136 4122 2017 100.305 8.485 1.214 0.824 0.8 "Positif"
"20_V_385" 5 14310.4 1055.976 12720 12720 15376 3542.1 2020.7 3542.089 2020.682 7.657 3541 2019 2 3 3.144 2.025 71.565 1 3.606 71552 14288 71552 3541 2022 56.31 2 1.553 0.644 0.909 "Positif"
"20_V_386" 110 29841.6 20157.247 65504 12688 65504 4257.436 2032.836 4257.602 2033.062 48.77 4252 2025 12 15 13.42 10.436 87.382 0.581 15.297 3282576 20688 3282576 4258 2025 101.31 11.384 1.286 0.778 0.815 "Positif"
"20_V_387" 109 31573.725 20670.376 65504 12624 65504 3746.161 2035.17 3746.521 2035.492 55.255 3739 2028 14 15 13.035 10.647 122.901 0.449 15.811 3441536 21632 3441536 3745 2028 108.435 12.522 1.224 0.817 0.752 "Positif"
"20_V_388" 87 29573.885 19521.073 65504 12784 65504 4271.224 2036.776 4271.582 2037.005 39.456 4266 2031 11 11 11.208 9.883 107.031 0.702 12.806 2572928 20192 2572928 4269 2031 128.66 10.686 1.134 0.882 0.853 "Positif"
"20_V_389" 43 27207.442 18977.56 65504 12672 65504 3834.686 2038.593 3835.045 2038.811 32.284 3830 2034 9 9 7.829 6.993 141.495 0.518 10.817 1169920 18224 1169920 3830 2034 123.69 7.906 1.12 0.893 0.717 "Positif"
